gene_id,specie,predicted,residual
ENSDARG00000000018,fish,0.1347047312076165,-0.18687575654653993
ENSDARG00000000019,fish,0.16669482667077798,0.21104992742543613
ENSDARG00000000068,fish,0.12377633106356223,0.23568043544865552
ENSDARG00000000086,fish,0.23341997442249351,0.2934789882922433
ENSDARG00000000103,fish,0.481245221828946,0.19454631047021673
ENSDARG00000000142,fish,-0.025538779867276245,0.4288004180306995
ENSDARG00000000183,fish,-0.09583759978696271,-1.3221858892737623
ENSDARG00000000394,fish,-0.017801894061864165,1.3306363302050208
ENSDARG00000000442,fish,0.0175343088805369,-0.7531797846567165
ENSDARG00000000489,fish,-0.1665286577073725,0.1533047232627025
ENSDARG00000000529,fish,-0.2230284099099597,-0.21361192556716446
ENSDARG00000000540,fish,-0.1311225227326061,0.725332130017071
ENSDARG00000000542,fish,0.2360735284838426,0.10507885760456424
ENSDARG00000000567,fish,-0.0607019505901368,2.573992654799937
ENSDARG00000000568,fish,-0.09668035339029239,-1.5588659252438197
ENSDARG00000000631,fish,0.03279018313538095,-2.2193527036674214
ENSDARG00000000729,fish,0.08666630445105802,0.17430364819071034
ENSDARG00000000779,fish,0.03764383474239146,-0.004086062975878855
ENSDARG00000000830,fish,-0.22596777062006934,0.09405818158487483
ENSDARG00000000837,fish,-0.04854894747333209,-0.9503015757748262
ENSDARG00000000853,fish,0.1502561139752986,0.3940559012961415
ENSDARG00000000857,fish,0.013024205373155275,0.24046663992627818
ENSDARG00000000861,fish,0.3273602989628223,0.2450311319586219
ENSDARG00000000887,fish,-0.1292089170912488,0.760267582911862
ENSDARG00000000966,fish,0.3664537383491967,-1.6359103202477099
ENSDARG00000001014,fish,0.5734546157623978,0.21359822055009978
ENSDARG00000001129,fish,0.22486160251088771,-0.7644482830004709
ENSDARG00000001162,fish,-0.15948077024061869,1.0684690189105615
ENSDARG00000001210,fish,-0.1392863965697998,-0.026234909098460883
ENSDARG00000001220,fish,0.3697856018824432,0.17470131848523657
ENSDARG00000001241,fish,0.2161295588620295,0.7624054086103114
ENSDARG00000001313,fish,-0.2778581430786631,0.10944554155364675
ENSDARG00000001447,fish,-0.06226736591173385,-1.6571276611950374
ENSDARG00000001452,fish,-0.33715637100409895,-1.0637086456819569
ENSDARG00000001549,fish,0.24738585020208875,0.7055704232699749
ENSDARG00000001557,fish,-0.06251892260339705,-0.030225447559926486
ENSDARG00000001558,fish,0.09609806047975356,0.4216272182544577
ENSDARG00000001621,fish,0.08010004040245727,-0.19279143688603323
ENSDARG00000001729,fish,0.08796428836148062,0.3927852065029211
ENSDARG00000001734,fish,0.036224228604273344,-0.9211601832273748
ENSDARG00000001754,fish,0.10633572396168248,0.7915020567999386
ENSDARG00000001769,fish,0.24926698400122488,-0.20297765410345003
ENSDARG00000001777,fish,0.26037362139088066,0.47656525243108383
ENSDARG00000001829,fish,-0.2948191344603762,1.2706203574590713
ENSDARG00000001873,fish,0.12420769350220143,0.10641474434341426
ENSDARG00000001880,fish,0.02511288966734767,-2.1624573263268108
ENSDARG00000001888,fish,0.04184454417682538,0.9138466868013488
ENSDARG00000001890,fish,0.2413840380795838,0.10446280837023193
ENSDARG00000001897,fish,0.03629201351037519,0.12452721641753847
ENSDARG00000001929,fish,0.15016136883946557,-0.9666856911249376
ENSDARG00000001939,fish,0.015211325773784208,0.02749909441534269
ENSDARG00000001940,fish,-0.1838688317562175,0.4929721742815163
ENSDARG00000001968,fish,0.0441254871366421,0.4629677378048056
ENSDARG00000001969,fish,0.10505142450121863,-0.47895677976334466
ENSDARG00000002006,fish,-0.01934257915068132,0.8973658252953767
ENSDARG00000002013,fish,-0.3247673636190286,-0.5946815270600776
ENSDARG00000002016,fish,-0.03968616906178436,0.08305904535812945
ENSDARG00000002020,fish,0.05316322130705104,-1.6114146706798433
ENSDARG00000002021,fish,0.13061903641672773,-0.03964853533606611
ENSDARG00000002077,fish,-0.16015529298909265,-0.3456814603428723
ENSDARG00000002082,fish,0.018846120678964788,0.7233358979606704
ENSDARG00000002127,fish,0.23037443670500574,-1.423578049484082
ENSDARG00000002128,fish,-0.1709104826294138,0.9682756354584775
ENSDARG00000002168,fish,0.050205850917268,1.2428385565652889
ENSDARG00000002174,fish,-0.15036820717830016,-0.7591742618626915
ENSDARG00000002184,fish,0.12496491558389089,-0.4553729277196032
ENSDARG00000002190,fish,0.08280613799221095,0.5660566723335567
ENSDARG00000002197,fish,0.11089327557269404,-0.8771404621477328
ENSDARG00000002215,fish,0.07099035336942006,0.8878506725791202
ENSDARG00000002220,fish,-0.07177586883206177,0.3862841629447865
ENSDARG00000002267,fish,-0.13948978647249585,0.9085812703556043
ENSDARG00000002271,fish,0.10740391680766884,0.1360755423063411
ENSDARG00000002285,fish,0.10180239911995878,-0.11392047163175534
ENSDARG00000002305,fish,0.0807990351237648,-0.8101173366264313
ENSDARG00000002332,fish,-0.10363222966742039,0.1893471186935756
ENSDARG00000002333,fish,-0.11463334847293491,-1.0728000771599213
ENSDARG00000002339,fish,-0.3849175010283713,-0.637019958651007
ENSDARG00000002344,fish,0.317696098748091,-0.37587878757663834
ENSDARG00000002347,fish,-0.05446522527615191,-0.7877736126745535
ENSDARG00000002365,fish,-0.09738749046121352,-0.4527298865851961
ENSDARG00000002369,fish,0.4004966891684852,0.6464438319819688
ENSDARG00000002377,fish,-0.10673941435385716,-0.2634853442806443
ENSDARG00000002385,fish,0.047634260152929646,-1.9091683692779886
ENSDARG00000002396,fish,-0.11201255807415764,-0.9536002006004827
ENSDARG00000002401,fish,0.13053240001034191,-0.08678772448014584
ENSDARG00000002402,fish,0.2296450702866623,0.44285437355420654
ENSDARG00000002403,fish,-0.12164836882609378,0.38757146328762193
ENSDARG00000002479,fish,0.111120807358119,0.8841986156143653
ENSDARG00000002494,fish,-0.07818649137069013,-2.7381365382796927
ENSDARG00000002523,fish,0.36292505368905126,0.008847443823830965
ENSDARG00000002536,fish,0.08398029845957677,0.7279189558864934
ENSDARG00000002538,fish,-0.06354614331868877,1.2760252822477816
ENSDARG00000002552,fish,-0.09127924341437287,0.3834996215727462
ENSDARG00000002571,fish,0.09575878080594111,-0.273317832476872
ENSDARG00000002591,fish,0.01362724724305691,0.0846937554485174
ENSDARG00000002597,fish,0.07498220425230423,-1.1647748395598854
ENSDARG00000002613,fish,-0.2331707142479013,0.768500891607246
ENSDARG00000002632,fish,0.46530014553916543,-0.1424934191762587
ENSDARG00000002642,fish,0.0019017155687176407,-0.2399231749216769
ENSDARG00000002659,fish,0.16379122381014072,0.7633170823463299
ENSDARG00000002670,fish,0.025598492534811425,-0.2788552547274252
ENSDARG00000002682,fish,0.0895372707437789,-1.2578377402274357
ENSDARG00000002710,fish,0.4703176926461111,0.8724198832575454
ENSDARG00000002720,fish,-0.13658262748055428,0.6871890578013865
ENSDARG00000002731,fish,0.3302888429490757,0.25480301880884176
ENSDARG00000002745,fish,0.02830438139358433,-0.0735394186251249
ENSDARG00000002748,fish,-0.006912370871299811,-0.29004733827518503
ENSDARG00000002750,fish,-0.2535136012377985,-0.11165020902549876
ENSDARG00000002754,fish,-0.5985148408591712,0.8357613035537562
ENSDARG00000002758,fish,-0.19528273839261528,0.16806975386970321
ENSDARG00000002787,fish,0.14616636071304556,-0.8174417938717724
ENSDARG00000002790,fish,0.2540999188344753,-0.413254684120016
ENSDARG00000002791,fish,0.2746917161185435,0.6212627386392593
ENSDARG00000002792,fish,0.0843113132668814,0.1875542169593545
ENSDARG00000002830,fish,-0.02756896833859572,-0.014498411383662368
ENSDARG00000002872,fish,-0.3945589402599187,1.7169952398919843
ENSDARG00000002877,fish,0.15557245375340406,-0.7582051677246476
ENSDARG00000002894,fish,-0.05950730901091173,-0.1281764754742946
ENSDARG00000002909,fish,0.11277759529650999,0.23430866521354796
ENSDARG00000002912,fish,-0.11083586260613935,-1.1339126652826808
